TransactionID,DateOfSale,CustomerID,Region,Product,Category,SalesAmount,QuantitySold,Discount,CostOfGoodsSold
2349ca39,2023-12-21,93125f, SOUTH ,product d  ,Apparel,,3,20,265.43
b02a7dd2,2023-01-30,d2be8e, SOUTH ,product c  ,Electronics,211.09,1,20,25.63
ae16d66d,2023-07-24,11d791, SOUTH ,product e  ,Apparel,380.22,4,0,128.64
a4f46a51,2023-08-31,6dcaeb, SOUTH ,product d  ,Sports,122.11,4,20,176.99
3375a738,2023-09-21,1d439f, NORTH ,product b  ,Electronics,47.72,4,5,48.39
4579e1c5,2023-12-30,0249dc, EAST ,product c  ,Electronics,151.98,2,15,230.8
48e68091,2023-07-12,42264e, EAST ,product c  ,Toys,89.0,2,20,224.55
eac75150,2023-02-10,9e03e2, SOUTH ,product c  ,Toys,465.55,1,10,271.49
56929d67,2023-05-21,c6ea9d, SOUTH ,product d  ,Sports,405.98,2,15,7.5
5f2bd251,2023-12-21,35dc6a, WEST ,product b  ,Electronics,320.37,4,15,68.92
fa8ea38b,2023-12-07,7c66db, NORTH ,product b  ,Apparel,437.02,2,5,249.02
323fcb6c,2023-06-26,fefefb,,product d  ,Electronics,403.8,2,0,202.82
e3e10d91,2023-02-06,17ce4d, WEST ,product c  ,Sports,101.42,3,10,268.85
e24a8291,2023-01-28,6a20f4, EAST ,product a  ,Toys,447.35,1,20,21.87
b79f9fcb,2023-13-01,831c96, SOUTH ,product a  ,Home Goods,274.28,1,10,181.1
88ab1c06,2023-10-23,8cad73, WEST ,product b  ,Toys,405.65,1,10,172.87
6b319349,2023-07-15,5346c2, SOUTH ,product e  ,Apparel,449.08,2,15,15.52
b212345e,2023-09-12,745af9, SOUTH ,product e  ,Electronics,165.82,4,0,156.49
10108608,2023-05-17,2854f7, NORTH ,product d  ,Home Goods,63.93,3,5,184.81
bee036e3,2023-01-11,8b4703, WEST ,,Home Goods,121.69,1,15,61.43
64909b89,2023-01-04,695928, NORTH ,,Apparel,219.28,2,0,85.63
93ecafcd,2023-04-17,c41d43, EAST ,product a  ,Sports,410.83,4,20,193.9
5235010d,2023-02-11,039dc6, EAST ,product d  ,Electronics,431.76,3,15,143.15
a5fe1fd5,2023-10-05,c41e63, SOUTH ,product c  ,Apparel,13.41,3,10,258.11
370543fa,2023-01-11,98dff1, SOUTH ,product d  ,Sports,260.27,1,15,106.0
41e6b4eb,2023-02-04,00c75f, WEST ,product b  ,Home Goods,214.53,1,0,83.66
886972e0,2023/12/25,06b743, EAST ,product c  ,Apparel,118.83,4,10,295.54
7dd6fbf1,2023-10-12,c5485e, NORTH ,product b  ,Sports,68.73,2,0,273.79
4b65ae20,2023-07-23,950bde, WEST ,product e  ,Apparel,175.43,4,0,13.55
d5617e51,2023-12-09,e2ea8a, WEST ,product b  ,Home Goods,472.03,1,0,232.36
eb431fe6,2023-11-25,f44ca1, WEST ,product d  ,Electronics,,4,5,37.55
57e8835f,2023-02-26,7bc07e,,product a  ,Sports,264.21,2,15,13.11
4beb6085,2023-05-24,79b8df, SOUTH ,product d  ,Electronics,354.48,3,15,85.74
271110d9,2023-05-31,0d3aad, EAST ,product e  ,Sports,188.18,3,5,84.46
e9f6eede,2023-05-27,070d95, SOUTH ,product a  ,Toys,486.17,3,5,246.7
08631d24,2023-02-09,5b04eb, EAST ,product a  ,Home Goods,481.6,3,0,214.65
cd927a60,2023-03-07,d1d416, SOUTH ,product a  ,Toys,133.37,1,15,294.57
97632b2b,2023-01-14,b4b0b6, NORTH ,product a  ,Apparel,253.65,1,20,214.9
1082770f,2023-11-11,9bf754, EAST ,product e  ,Home Goods,157.43,2,20,128.39
fbf88298,2023-01-23,e78ad6, EAST ,product a  ,Toys,149.57,2,20,211.18
5d84286c,2023-08-13,d0a4fa, NORTH ,product e  ,Home Goods,28.07,2,15,299.84
98e0a544,2023-04-21,01acdf, WEST ,product d  ,Apparel,308.69,2,10,214.49
e7620258,2023-03-14,a9241e, SOUTH ,product b  ,Home Goods,256.31,4,15,229.7
72cfdb09,2023-05-27,615576, NORTH ,product d  ,Sports,35.22,2,10,281.82
41666484,2023-10-25,01b5dc, SOUTH ,product a  ,Electronics,146.54,3,5,38.53
ca7918e0,2023-11-11,ccec37, EAST ,product b  ,Home Goods,455.05,3,15,212.91
9893bf5a,2023-05-08,fc2042, NORTH ,product d  ,Electronics,127.39,3,10,255.99
d6149286,2023-02-23,bd0679, WEST ,product b  ,Sports,81.0,4,15,286.54
a6a0bca9,2023-03-31,744585, SOUTH ,product b  ,Sports,249.83,2,0,67.24
18b616af,2023-09-13,b2bbfc, SOUTH ,product d  ,Apparel,492.97,3,0,153.66
e6e2b729,2023-01-03,c50f67, WEST ,product d  ,Apparel,128.61,3,0,205.76
6bfdbe4c,2023-08-17,6ac87e, NORTH ,product d  ,Sports,339.35,3,5,78.0
417701f1,2023-02-05,bb9a50, WEST ,product e  ,Apparel,383.19,3,5,182.14
53f07f1d,2023-04-25,3f94ed, EAST ,product a  ,Electronics,126.44,1,10,80.99
759f8294,2023-06-06,a95b67, EAST ,product e  ,Apparel,366.83,2,5,103.37
8480630a,2023-09-07,4557a9, WEST ,product b  ,Apparel,190.21,2,5,135.25
2108b6ee,2023-02-01,7997c3, NORTH ,product e  ,Toys,319.83,4,0,161.11
5bfae498,2023-04-14,4526cd, SOUTH ,,Apparel,320.43,1,0,137.56
fcad9720,2023-01-24,e577cf, SOUTH ,product b  ,Toys,272.53,4,15,150.49
d8a3d30c,2023-12-22,7802fc, SOUTH ,product a  ,Toys,54.24,3,5,93.08
f1afc9d6,2023-11-03,efb80c, WEST ,product e  ,Apparel,419.3,4,5,51.89
fcb8d809,2023-01-22,ef7377, EAST ,product a  ,Home Goods,167.18,3,0,18.97
0d9a95cf,2023-10-03,3e47cb, EAST ,product d  ,Home Goods,101.39,3,15,62.81
cf67cbc5,2023-09-20,ae70e4, EAST ,product d  ,Home Goods,29.98,2,20,176.67
b10c61b2,2023-11-29,18d6ec, EAST ,product e  ,Electronics,299.54,2,20,236.9
caf61958,2023-02-11,fcc81e, WEST ,product d  ,Electronics,342.01,2,20,54.93
4f4010b0,2023-12-05,11a429, EAST ,product b  ,Home Goods,18.13,2,5,37.02
95029952,2023-06-09,943d11, NORTH ,product c  ,Toys,260.93,2,0,226.04
c78deabc,2023-11-15,ad4809,,product c  ,Home Goods,120.98,1,0,95.02
379b2577,2023-08-19,070c3c, WEST ,product a  ,Electronics,326.13,2,5,285.69
84a5efd6,2023-08-02,e89893, WEST ,,Apparel,95.44,4,10,215.72
94f2fac7,2023-03-04,cab42f, EAST ,product d  ,Electronics,348.56,3,20,101.39
82482d4c,2023-01-14,486f4f, NORTH ,product c  ,Toys,199.5,2,20,90.42
5e282c6a,2023-07-07,3ac583,,product e  ,Sports,469.0,1,10,159.49
c9867daf,2023-01-17,adcc7c, EAST ,product a  ,Apparel,77.39,4,5,28.35
fb14e3e9,2023-09-18,6b2304, WEST ,product e  ,Electronics,177.12,4,20,39.71
0524642c,2023-08-08,8ff87f, EAST ,product e  ,Sports,65.6,3,20,56.88
ee737078,2023-04-22,1a6aac, SOUTH ,product b  ,Sports,463.1,4,10,233.54
56e38517,2023-12-09,d313d5, WEST ,product b  ,Sports,439.9,4,5,156.59
f025c85c,2023-12-05,6156cb, SOUTH ,product e  ,Apparel,136.39,4,20,8.12
b64fc694,2023-08-21,658a3a,,product c  ,Electronics,333.39,4,10,203.69
a2080694,2023-02-12,7e18ae, NORTH ,product c  ,Apparel,410.44,1,15,129.99
8195fe77,2023-05-19,99f83c, EAST ,product a  ,Apparel,282.05,3,10,155.7
5e63c8e9,2023-06-30,0c054f, NORTH ,product d  ,Home Goods,269.53,2,15,68.16
07fb52b7,2023-03-10,dd9260, NORTH ,product b  ,Electronics,128.51,4,15,167.78
85a5dca9,2023-05-01,8e1c5c, SOUTH ,product b  ,Sports,55.62,1,10,293.85
9aa68d52,2023-06-10,cd2382, WEST ,,Sports,449.64,3,20,26.67
b0109581,2023-06-02,754cf3, EAST ,product b  ,Toys,451.2,2,5,88.76
dfa17c34,2023-12-07,f232ea, SOUTH ,product c  ,Home Goods,320.22,3,5,76.68
edd4b5f2,2023-10-16,303978, WEST ,product c  ,Toys,176.12,1,20,78.32
ce0afee5,2023-06-06,1334c8, NORTH ,product c  ,Home Goods,181.11,1,5,116.72
246f2b25,2023-08-30,68ed37, EAST ,product a  ,Electronics,,1,15,246.34
66765e04,2023-03-28,c7a14b, WEST ,product a  ,Electronics,449.58,4,20,274.29
4de39f31,2023-07-22,4469ac, NORTH ,product e  ,Apparel,444.67,1,0,64.65
7aa9f32d,2023-02-13,2cbb8f, WEST ,product d  ,Toys,392.14,2,10,165.17
3f580705,2023-03-10,6051bf, WEST ,product a  ,Electronics,324.6,4,5,192.89
b48f2583,2023-06-14,a65715, SOUTH ,product d  ,Sports,51.23,3,10,158.94
eebcaa26,2023-05-23,ba8009, WEST ,product b  ,Apparel,89.2,2,5,133.05
514a9139,2023-06-25,3a11ea, SOUTH ,product a  ,Apparel,450.29,4,20,61.63
7125ceeb,2023-11-01,436b6e, WEST ,product a  ,Home Goods,307.15,1,10,149.02
b79e8360,2023-03-19,378a9c, NORTH ,product d  ,Sports,14.51,3,10,123.36
164a894b,2023-03-27,669880, NORTH ,product b  ,Sports,597.2,1,0,239.69
2413e050,2023-10-02,8038bf, NORTH ,product c  ,Electronics,335.12,2,10,230.26
9b62d9f8,2023-07-10,4c7649, NORTH ,product a  ,Electronics,12.48,2,15,44.53
29d25f3a,2023-07-23,87e42f, WEST ,product b  ,Home Goods,88.8,4,0,31.11
04d4348f,2023-01-16,0334ee, WEST ,product b  ,Electronics,278.88,2,20,272.91
c8b1c917,2023-12-17,79ec4b, SOUTH ,product e  ,Toys,349.03,3,15,162.97
2431acf1,2023-09-27,d8cb84, WEST ,product a  ,Sports,,4,15,258.05
0bc2aaa1,2023-06-23,70354a, WEST ,product e  ,Home Goods,119.89,3,15,22.15
53197874,2023-05-04,d21b3f, WEST ,product e  ,Electronics,358.97,1,0,160.32
1b0b9580,2023-04-03,431d8e, WEST ,product e  ,Toys,126.25,3,0,164.13
cc19d70f,2023-09-21,9767a2, WEST ,product b  ,Electronics,169.45,3,0,258.91
18d78665,2023-10-25,8b6f27, NORTH ,product e  ,Home Goods,375.78,2,20,33.79
5fa0fcc7,2023-04-06,2faaed, WEST ,product a  ,Sports,328.32,1,0,75.93
ad7cfa50,2023-09-21,d4ee6a, SOUTH ,product e  ,Apparel,426.12,2,15,124.93
bbd47bd1,2023-06-09,6f6945, EAST ,product e  ,Toys,332.23,1,15,260.42
e87da716,2023-03-20,af50de, EAST ,,Electronics,288.47,1,15,281.97
b1b96425,2023-11-02,776ce4, SOUTH ,product b  ,Apparel,55.9,3,20,297.85
f2c8e82a,2023-09-17,5ca26b, SOUTH ,product a  ,Toys,190.18,2,20,287.96
65c393e1,2023-01-26,2c4fdc, NORTH ,product b  ,Sports,139.95,3,15,6.75
d603956a,2023-10-05,9ad61c, WEST ,product e  ,Electronics,129.55,3,10,19.07
8a698784,2023-09-10,e6f630, WEST ,product c  ,Home Goods,486.78,3,0,48.54
850768da,2023-01-10,a4728f, NORTH ,product b  ,Apparel,202.62,1,20,107.91
ad319c2a,2023-03-22,463a7b, SOUTH ,product e  ,Apparel,447.1,2,0,249.83
f0ba50ef,2023-06-30,b418a5, SOUTH ,product b  ,Sports,319.26,2,20,268.33
a12c8703,2023-01-21,2b91c3, EAST ,product a  ,Toys,399.46,3,15,60.12
8ce29315,2023-08-12,358a2a, SOUTH ,product e  ,Apparel,256.29,1,0,187.8
7bcd39ce,2023-06-13,886dab, SOUTH ,product e  ,Electronics,292.68,2,10,275.62
d4237069,2023-03-03,383229, SOUTH ,product e  ,Home Goods,251.33,4,0,141.8
f1ad0d1a,2023-01-29,9ee5c7, NORTH ,product d  ,Apparel,105.67,2,0,35.55
fdb0b2f2,2023-09-28,6b63a2, WEST ,product c  ,Sports,364.0,3,20,140.06
5aa6c362,2023-03-03,61ce16,,product c  ,Apparel,147.58,4,10,115.86
e3ed085f,2023-04-26,e281bb, SOUTH ,product a  ,Home Goods,21.91,1,20,175.41
5f505c2a,2023-11-21,9f43cb, WEST ,product e  ,Apparel,326.28,4,10,134.4
1a5fcc4a,2023-01-22,85c8f6, EAST ,product a  ,Electronics,96.78,4,10,10.12
608eb864,2023-06-27,970024, NORTH ,product d  ,Toys,470.82,3,0,298.23
ead2628b,2023-09-16,42cb99, EAST ,product c  ,Toys,477.43,2,10,165.34
8f50ebf8,2023-09-29,5bebb7, NORTH ,product d  ,Toys,458.28,1,20,144.72
e7553166,2023-06-09,3f8527, SOUTH ,product a  ,Toys,191.38,4,0,286.61
311886b1,2023-05-23,12ff45, NORTH ,product a  ,Apparel,17.57,3,5,50.98
56acff52,2023-09-09,7ad1ea, NORTH ,product c  ,Home Goods,464.88,2,10,60.83
0d447f20,2023-11-16,12aa9e, WEST ,product c  ,Apparel,219.81,4,0,243.36
daab8ee6,2023-10-28,9e430e, NORTH ,product a  ,Home Goods,483.66,3,10,81.95
096e5aec,2023-11-08,4cfed8, EAST ,product d  ,Sports,482.17,3,10,240.77
392a6aca,2023-08-13,8c6d5a, EAST ,product b  ,Home Goods,427.97,3,10,85.1
415e8b95,2023-05-26,eabaf4, NORTH ,product d  ,Toys,154.28,1,10,14.79
2b8babfe,2023-04-11,0a8d5b, WEST ,product e  ,Electronics,198.7,2,10,157.52
1e742dd6,2023-07-29,961d96, NORTH ,product b  ,Apparel,427.06,4,10,63.02
bb17a3ae,2023-12-14,54ac1b, EAST ,product c  ,Sports,165.29,2,10,228.56
c33430eb,2023-02-17,3cafd2, EAST ,product c  ,Electronics,,2,0,194.15
91b9782a,2023-02-03,fb0ca5, SOUTH ,product c  ,Electronics,282.83,4,15,277.46
d57ad429,2023-11-27,7aef14, EAST ,product d  ,Apparel,468.72,2,10,235.98
abef5f37,2023-05-10,5ae41b, EAST ,product e  ,Sports,351.05,1,20,58.33
540f5359,2023-03-03,1a4a86, WEST ,product e  ,Apparel,289.33,4,5,241.05
274267c4,2023-02-09,fa06ad, SOUTH ,product e  ,Electronics,57.62,4,5,194.31
6930633e,2023-12-01,adeae2, WEST ,product d  ,Sports,311.35,3,5,202.34
c64df97f,2023-12-04,b64ef6, WEST ,product a  ,Sports,495.13,2,10,250.52
d9c6461d,2023-03-25,9067c5, NORTH ,product e  ,Electronics,78.64,4,15,174.28
8460e7c8,2023-07-22,ef7121, SOUTH ,product d  ,Electronics,263.98,4,15,142.47
4fe71a73,2023-09-24,a10dc4, SOUTH ,product b  ,Home Goods,439.91,1,15,192.81
0875543b,2023-01-15,ea3d73, SOUTH ,product b  ,Apparel,372.98,3,15,92.9
64f4e3c9,2023-10-24,50f0b6, SOUTH ,product d  ,Electronics,351.54,4,15,58.87
ee2d9d28,2023-04-05,3d770a, WEST ,product d  ,Home Goods,354.22,1,0,186.89
32ed8682,2023-05-26,565af2, NORTH ,product d  ,Electronics,186.15,4,10,73.99
341feb9d,2023-02-01,136a3a, SOUTH ,product e  ,Apparel,153.86,4,0,28.57
45d25299,2023-09-09,79b4d4, NORTH ,product d  ,Home Goods,406.59,4,0,5.16
6e983ccb,2023-04-03,c88170, NORTH ,product d  ,Electronics,406.96,1,0,184.45
0130899d,2023-03-10,40b86d, SOUTH ,product d  ,Toys,434.87,2,10,111.83
94268e73,2023-04-19,61317c, NORTH ,product b  ,Electronics,,4,0,226.93
0eb2b0ea,2023-11-08,ccbe9a, WEST ,product d  ,Electronics,260.56,4,10,115.68
483628b4,2023-03-22,43299a, WEST ,product b  ,Electronics,255.74,2,10,148.37
af3c7132,2023-01-28,72e3bd, WEST ,product d  ,Home Goods,401.16,4,20,125.09
e7348938,2023-10-28,076505, SOUTH ,product c  ,Home Goods,328.48,3,0,196.92
b3324c22,2023-02-20,8fb781, EAST ,product e  ,Sports,353.96,4,0,110.06
0de52c75,2023-12-25,673edf, EAST ,product b  ,Sports,399.94,3,10,289.31
cd875203,2023-10-09,c6d89a, EAST ,product d  ,Sports,446.1,2,10,281.16
b16e32e2,2023-01-22,6886bd, SOUTH ,product c  ,Sports,175.62,1,20,255.17
3d1f48be,2023-11-25,a3b93b, NORTH ,product d  ,Sports,194.04,2,20,276.49
2857279b,2023-11-11,35ed74, SOUTH ,product b  ,Toys,56.05,4,5,137.5
6b8671b1,2023-09-12,910729, WEST ,product c  ,Sports,,3,0,163.25
3b14c2ab,2023-12-29,e5598a, SOUTH ,product c  ,Apparel,27.61,1,0,223.92
0e184891,2023-10-14,51540c,,product c  ,Home Goods,238.14,4,20,210.36
9971e721,2023-12-16,11f9e5, SOUTH ,product d  ,Electronics,275.9,1,0,267.75
dfffa9e8,2023-10-08,d25f39, EAST ,product b  ,Toys,150.41,1,20,216.32
6b9704cf,2023-05-01,f6565b, SOUTH ,product a  ,Electronics,299.51,4,5,299.38
999c2605,2023-11-03,6108b8, SOUTH ,product a  ,Home Goods,24.95,2,5,107.81
158997c5,2023-06-09,4d4ad3, WEST ,product d  ,Home Goods,28.3,4,10,250.73
d564146b,2023-12-04,6a6198, NORTH ,product d  ,Sports,413.07,4,15,210.8
b74dd0fe,2023-06-01,24c8d9, EAST ,product b  ,Home Goods,186.49,2,10,208.96
3df02dce,2023-12-11,06c4aa, WEST ,product b  ,Apparel,72.26,3,10,101.12
89de14dc,2023-02-01,be49d9, NORTH ,product a  ,Electronics,265.9,4,10,236.75
b100d5d4,2023-12-22,71aa1b, NORTH ,product c  ,Home Goods,387.3,1,15,270.61
c7ae779a,2023-08-12,817f3a,,product e  ,Sports,115.75,4,15,69.47
342c3c8d,2023-03-05,db9925, EAST ,product e  ,Electronics,315.22,4,20,189.52
256b9d0b,2023-04-04,90b332, WEST ,product e  ,Home Goods,51.82,1,0,120.68
3107782d,2023-03-14,c2dac1, NORTH ,product c  ,Electronics,35.32,2,5,296.92
c7a97f76,2023-01-08,86264f, NORTH ,product a  ,Toys,270.36,3,10,146.26
7e0b7a36,2023-08-26,9185f7, NORTH ,product e  ,Sports,274.91,3,10,72.35
